Serial,PMID,URL,Title,occurrence:: initial,occurrence:: update,taxonomy:: single strain,taxonomy:: single species,taxonomy:: multi-species,taxonomy:: virus,taxonomy:: eubacteria,taxonomy:: archaebacteia,taxonomy:: eukaryotes,taxonomy:: mammals,taxonomy:: model organism,taxonomy:: human,taxonomy:: invertebrate,taxonomy:: vertebrate,taxonomy:: unicellular eukaryotes,taxonomy:: plants,taxonomy:: fungi,data:: single molecule type,data:: DNA,data:: RNA,data:: protein,data:: lipids,data:: carbohydrates,data:: chemicals and small molecules,data:: genes,data:: genome,data:: transcriptome,data:: proteome,data:: metabolome,data:: structure,data:: sequence,data:: short tandem repeats,data:: intron/exon,data:: coding/non-coding DNA,data:: complements,data:: transposons,data:: promoters and regulators,data:: metal ion binding/ interactions,data:: enzymatic sites/ complexes,data:: localization,data:: motif,data:: classification,data:: genetic similarity and/or conservation,data:: properties and annotation,data:: enzymes,data:: ribozymes,data:: pathways,data:: protein-nucleic acid interactions,data:: protein-protein interactions,data:: post-translational modifications,data:: diseases,data:: mutations and polymorphisms,data:: probes and primers,data:: antibodies,data:: ligand activity and pairs,data:: drugs and drug targets,data:: clinical,data:: literature,data:: statistics,data:: ancient,data:: comparative,data:: high-throughput,data:: microarray,data:: NGS,data:: crystallography,data:: mass spectrometry,data:: images,data:: images:: microscopic,data:: model,data:: model:: 3D,data:: model:: interactions,data:: inferred,system:: organelles,system:: nucleus,system:: cytoplasm,system:: mitochondria,system:: chloroplast,system:: ribosome,system:: extracellular,system:: whole cell,system:: tissues,system:: organs,system:: organ systems,system:: organism,system:: population,access:: web forms/applications,access:: programmatic,access:: data download,access:: submission,status:: alive,status:: dead,status:: unknown,Category_List
246,23476021,http://chualab.rockefeller.edu/gbrowse2/homepage.html,PLncDB: plant long non-coding RNA database,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: plants | data:: DNA | data:: RNA | data:: genes | data:: genome | data:: transcriptome | data:: sequence | data:: literature | data:: microarray | access:: web forms/applications | access:: data download | status:: alive
162,23193266,http://netbio.bgu.ac.il/tissuenet/,The TissueNet database of human tissue protein-protein interactions,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: single molecule type | data:: protein | data:: proteome | data:: protein-protein interactions | system:: tissues | access:: web forms/applications | status:: alive
160,23203880,http://ngs.ym.edu.tw/ym500/,YM500: a small RNA sequencing (smRNA-seq) database for microRNA research,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: model organism | taxonomy:: human | taxonomy:: vertebrate | data:: single molecule type | data:: RNA | data:: transcriptome | data:: sequence | system:: organism | access:: web forms/applications | access:: data download | status:: alive
176,24270788,http://lynx.ci.uchicago.edu,Lynx: a database and knowledge extraction engine for integrative medicine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: DNA | data:: RNA | data:: genes | data:: transcriptome | data:: sequence | data:: properties and annotation | data:: pathways | data:: literature | access:: web forms/applications | access:: data download | status:: alive
60,23175610,http://www.informatics.jax.org,The Mouse Genome Database: Genotypes; Phenotypes; and Models of Human Disease,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: model organism | taxonomy:: vertebrate | data:: DNA | data:: RNA | data:: protein | data:: genes | data:: genome | data:: transcriptome | data:: proteome | data:: sequence | data:: pathways | data:: diseases | data:: mutations and polymorphisms | data:: images | system:: organism | access:: web forms/applications | access:: data download | access:: submission | status:: alive
61,23750084,http://www.indiamed.info,InDiaMed: A Comprehensive Database of Indian Medicinal plants for Diabetes,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: plants | data:: chemicals and small molecules | data:: structure | data:: pathways | data:: diseases | data:: ligand activity and pairs | data:: drugs and drug targets | data:: literature | data:: model:: 3D | status:: unknown
258,23406793,http://bws.iis.sinica.edu.tw/THOD,T-HOD: a literature-based candidate gene database for hypertension; obesity and diabetes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: DNA | data:: genes | data:: sequence | data:: protein-protein interactions | data:: diseases | data:: mutations and polymorphisms | data:: literature | access:: web forms/applications | access:: data download | status:: alive
63,24010873,http://www.herc.ox.ac.uk/downloads/mappingdatabase,Review of studies mapping from quality of life or clinical measures to EQ-5D: an online database,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: clinical | data:: statistics | access:: web forms/applications | access:: data download | status:: alive
64,23104379,http://www.glycanstructure.org,Glycan fragment database: a database of PDB-based glycan 3D structures,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: protein | data:: carbohydrates | data:: post-translational modifications | data:: literature | data:: model:: 3D | data:: inferred | access:: web forms/applications | access:: data download | status:: alive
65,23193271,http://www.genomernai.org,GenomeRNAi: a database for cell-based and in vivo RNAi phenotypes; 2013 update,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: model organism | taxonomy:: human | taxonomy:: invertebrate | taxonomy:: vertebrate | data:: RNA | data:: genes | data:: transcriptome | data:: sequence | data:: literature | access:: web forms/applications | access:: data download | status:: alive
66,23750083,http://www.gbpuat-cbsh.ac.in/departments/bi/database/phytodiabcare/HOME%20PAGE/Home%20page.html,Phyto diab care: Phytoremedial database for antidiabetics,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: plants | data:: chemicals and small molecules | data:: structure | data:: pathways | data:: diseases | data:: ligand activity and pairs | data:: drugs and drug targets | data:: literature | data:: model:: 3D | access:: web forms/applications | access:: data download | status:: alive
178,23299413,http://lemur.amu.edu.pl/share/ERISdb/,ERISdb: a Database of Plant Splice Sites and Splicing Signals,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: plants | data:: DNA | data:: RNA | data:: genes | data:: sequence | data:: intron/exon | data:: motif | data:: literature | data:: high-throughput | access:: web forms/applications | access:: data download | status:: alive
252,23665875,http://ccr.coriell.org/Sections/Collections/NIGMS/?SsId=8,A dynamic database of microarray-characterized cell lines with various cytogenetic and genomic backgrounds,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: RNA | data:: genes | data:: genome | data:: transcriptome | data:: sequence | data:: pathways | data:: diseases | data:: mutations and polymorphisms | data:: literature | data:: microarray | access:: web forms/applications | access:: data download | status:: alive
69,23897986,http://www.fda.gov/ScienceResearch/BioinformaticsTools/EstrogenicActivityDatabaseEADB/default.htm,EADB: An Estrogenic Activity Database for Assessing Potential Endocrine Activity,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: chemicals and small molecules | data:: drugs and drug targets | data:: literature | access:: data download | status:: alive
250,24270791,http://cefg.uestc.edu.cn/ceg/home.html,CentrosomeDB: a new generation of the centrosomal proteins database for Human and Drosophila melanogaster,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,occurrence:: update | taxonomy:: multi-species | data:: single molecule type | data:: protein | data:: genes | data:: sequence | data:: properties and annotation | data:: protein-protein interactions | data:: literature | system:: nucleus | access:: web forms/applications | access:: data download | access:: submission | status:: alive
251,24209780,http://cefg.uestc.edu.cn/ceg,CEG: a database of essential gene clusters,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: single molecule type | data:: DNA | data:: genes | data:: genetic similarity and/or conservation | data:: literature | data:: inferred | access:: web forms/applications | access:: data download | status:: alive
256,24194591,http://caps.ncbs.res.in/lenvardb/,LenVarDB: database of length-variant protein domains,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: single molecule type | data:: protein | data:: genes | data:: structure | data:: sequence | data:: mutations and polymorphisms | data:: literature | access:: web forms/applications | access:: data download | status:: alive
257,23396298,http://cabindb.iasri.res.in/pigeonpea/,PIPEMicroDB: microsatellite database and primer generation tool for pigeonpea genome,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,occurrence:: initial | taxonomy:: single species | taxonomy:: plants | data:: single molecule type | data:: DNA | data:: sequence | data:: short tandem repeats | data:: probes and primers | status:: unknown
254,23794735,http://carlsbad.health.unm.edu/carlsbad/,The CARLSBAD database: a confederated database of chemical bioactivities,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: model organism | taxonomy:: human | taxonomy:: vertebrate | data:: protein | data:: chemicals and small molecules | data:: structure | data:: sequence | data:: ligand activity and pairs | data:: literature | access:: web forms/applications | access:: data download | status:: alive
255,23314754,http://caps.ncbs.res.in/stifdb2,STIFDB2: An updated version of plant Stress-responsive TranscrIption Factor DataBase with additional stress signals; stress-responsive transcription factor binding sites and stress-responsive genes in Arabidopsis and rice,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: multi-species | taxonomy:: plants | data:: DNA | data:: RNA | data:: protein | data:: genes | data:: genome | data:: transcriptome | data:: structure | data:: sequence | data:: promoters and regulators | data:: properties and annotation | data:: protein-nucleic acid interactions | data:: literature | data:: inferred | access:: web forms/applications | access:: data download | status:: alive
272,23894139,http://bioinformatics.biol.uoa.gr/mpMoRFsDB,mpMoRFsDB: a database of molecular recognition features in membrane proteins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: single molecule type | data:: protein | data:: structure | data:: sequence | data:: protein-protein interactions | access:: web forms/applications | access:: data download | status:: alive
249,23537399,http://celldeathproteomics.uio.no,Cell death proteomics database: consolidating proteomics data on cell death,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: protein | data:: genes | data:: proteome | data:: sequence | data:: properties and annotation | data:: pathways | data:: literature | system:: whole cell | access:: web forms/applications | access:: data download | status:: alive
175,23584836,http://lysosome.unipg.it/,hLGDB: a database of human lysosomal genes and their regulation,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: genes | data:: transcriptome | data:: proteome | data:: sequence | data:: promoters and regulators | data:: motif | data:: properties and annotation | data:: literature | data:: inferred | system:: organelles | access:: web forms/applications | access:: data download | status:: alive
253,23193254,http://ccg.vital-it.ch/UCNEbase,UCNEbase--a database of ultraconserved non-coding elements and genomic regulatory blocks,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: model organism | taxonomy:: human | taxonomy:: vertebrate | data:: single molecule type | data:: DNA | data:: genes | data:: genome | data:: sequence | data:: comparative | system:: organism | access:: web forms/applications | access:: data download | status:: alive
248,23180799,http://chibba.agtec.uga.edu/duplication/,PGDD: a database of gene and genome duplication in plants,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: plants | data:: single molecule type | data:: DNA | data:: genes | data:: genome | data:: sequence | data:: genetic similarity and/or conservation | access:: web forms/applications | access:: data download | status:: alive
182,24194598,http://jaspar.genereg.net,JASPAR 2014: an extensively expanded and updated open-access database of transcription factor binding profiles,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: multi-species | data:: DNA | data:: protein | data:: genes | data:: genome | data:: sequence | data:: properties and annotation | data:: protein-nucleic acid interactions | data:: literature | data:: high-throughput | access:: web forms/applications | access:: data download | status:: alive
183,23794918,http://ipt.biodiversity.be/resource.do?r=formidabel,FORMIDABEL: The Belgian Ants Database,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,occurrence:: update | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: invertebrate | data:: literature | data:: statistics | system:: population | access:: data download | status:: alive
180,24194603,http://jjwanglab.org/dbpshp,dbPSHP: a database of recent positive selection across human populations,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: invertebrate | data:: single molecule type | data:: DNA | data:: genes | data:: mutations and polymorphisms | data:: literature | system:: population | access:: web forms/applications | access:: data download | status:: alive
181,23422363,http://jfm.sagepub.com/content/15/3/189.long,The Flat Cat: 2. The emergency database and management of common metabolic abnormalities,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: vertebrate | data:: diseases | data:: clinical | system:: organism | access:: web forms/applications | status:: alive
186,24253300,http://invfestdb.uab.cat,InvFEST; a database integrating information of polymorphic inversions in the human genome,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: single molecule type | data:: DNA | data:: genes | data:: genome | data:: sequence | data:: mutations and polymorphisms | data:: literature | data:: ancient | system:: population | access:: web forms/applications | access:: data download | access:: submission | status:: alive
187,23757396,http://internal.med.unideb.hu/fsrd,FSRD: fungal stress response database,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: fungi | data:: DNA | data:: protein | data:: genes | data:: sequence | data:: properties and annotation | data:: literature | access:: web forms/applications | access:: data download | status:: alive
184,24297255,http://ipfam.org,iPfam: a database of protein family and domain interactions found in the Protein Data Bank,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: single molecule type | data:: protein | data:: genes | data:: structure | data:: sequence | data:: protein-protein interactions | data:: ligand activity and pairs | data:: literature | access:: web forms/applications | access:: data download | status:: alive
185,23093603,http://iomics.ugent.be/toppr/,The Online Protein Processing Resource (TOPPR): a database and analysis platform for protein processing events,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: model organism | taxonomy:: human | taxonomy:: vertebrate | data:: single molecule type | data:: protein | data:: enzymatic sites/ complexes | data:: motif | data:: enzymes | data:: inferred | system:: organism | access:: web forms/applications | access:: data download | status:: alive
188,23203888,http://interferome.its.monash.edu.au/interferome/,INTERFEROME v2.0: an updated database of annotated interferon-regulated genes,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,occurrence:: update | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: model organism | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: genes | data:: transcriptome | data:: proteome | data:: sequence | data:: literature | access:: web forms/applications | access:: data download | access:: submission | status:: alive
189,23193294,http://insulatordb.uthsc.edu/,CTCFBSDB 2.0: a database for CTCF-binding sites and genome organization,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: multi-species | data:: DNA | data:: genes | data:: genome | data:: sequence | data:: promoters and regulators | data:: literature | data:: inferred | access:: web forms/applications | access:: data download | status:: alive
179,23292603,http://kanaya.naist.jp/knapsack3d/,KNApSAcK-3D: A three-dimensional structure database of plant metabolites,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: plants | data:: chemicals and small molecules | data:: structure | data:: literature | data:: model:: 3D | access:: web forms/applications | access:: data download | status:: alive
